article,marker_index,claude,gemini,final,verdict,context
037_吾敎_1917-12,69,ᆫ,던,ᆫ,C,ᆞ야幸福을求ᄒᆞ⟪ᆫ⟫時代니太古朴素의
037_吾敎_1917-12,70,∅,石,石,G,素의人民이水火木⟪石⟫을崇拜ᄒᆞ야自心
037_吾敎_1917-12,72,∅,客,客,G,ᆞᆷ은純然ᄒᆞᆫ⟪客⟫觀으로成立된一種
037_吾敎_1917-12,73,此,∅,,G,된一種宗敎心이니⟪⟫宗敎의動機가처음
037_吾敎_1917-12,74,∅,機,機,G,敎心이니宗敎의動⟪機⟫가처음으로孕胎된
037_吾敎_1917-12,75,ᄂᆞᆫ,에는,ᄂᆞᆫ物,제3안,代라.故로此時代⟪ᄂᆞᆫ物⟫이有ᄒᆞᆷ을知ᄒ
037_吾敎_1917-12,78,　,∅,,G,".二,主觀的時代⟪⟫吾人의先祖ᄂᆞᆫ"
037_吾敎_1917-12,80,∅,的時,時,제3안,先祖ᄂᆞᆫ此客觀⟪時⟫代의迷信을憧憬ᄒ
037_吾敎_1917-12,81,∅,ᄒᆞ,ᄒᆞ,G,셔漸次客觀을解脫⟪ᄒᆞ⟫고主觀에入ᄒᆞ니
037_吾敎_1917-12,82,生,對ᄒᆞᆫ,ᄲᅮᆫ,제3안,에入ᄒᆞ니卽物에⟪ᄲᅮᆫ⟫精靈이有치아니ᄒ
037_吾敎_1917-12,83,∅,니,니,G,ᅮᆫ精靈이有치아⟪니⟫ᄒᆞ고自己의게도
037_吾敎_1917-12,84,게,꾀,게,C,아니ᄒᆞ고自己의⟪게⟫도亦是物以上의精
037_吾敎_1917-12,85,∅,ᄒᆞᆷ,ᄒᆞᆷ,G,物以上의精靈이有⟪ᄒᆞᆷ⟫을覺ᄒᆞ고처음으
037_吾敎_1917-12,86,얏,야,얏ᄂᆞ,제3안,心發現을目的ᄒᆞ⟪얏ᄂᆞ⟫니自心發現의結果
037_吾敎_1917-12,87,ᄂᆞᆫ,는,ᄂᆞᆫ,C,니自心發現의結果⟪ᄂᆞᆫ⟫各々一家創立이造
037_吾敎_1917-12,90,ᄂᆞ,느,ᄂᆞ,C,宗敎의敎理가되얏⟪ᄂᆞ⟫니曰儒佛仙曰耶回
037_吾敎_1917-12,91,∅,皆此,皆此,G,仙曰耶回波等은皆⟪皆此⟫主觀時代의宗敎로
037_吾敎_1917-12,92,∅,는,ᄂᆞᆫ,제3안,.故로是等의宗敎⟪ᄂᆞᆫ⟫各其目的判然相異
037_吾敎_1917-12,94,∅,宗,宗,G,ᆞ야一宗敎로셔他⟪宗⟫敎에對照ᄒᆞ면全
037_吾敎_1917-12,98,는,ᄂᆞᆫ,ᄂᆞᆫ,G,.於是에各宗敎家⟪ᄂᆞᆫ⟫自己의別天地로써
037_吾敎_1917-12,99,機物,∅,,G,의別天地로써他의⟪⟫別天地를攻擊ᄒᆞ
037_吾敎_1917-12,100,는,ᄂᆞᆫ,ᄂᆞᆫ,G,互相排斥ᄒᆞ니是⟪ᄂᆞᆫ⟫客觀時代의宗敎가
037_吾敎_1917-12,102,的,의,의,G,時代의宗敎가客觀⟪의⟫拘束을脫치못ᄒᆞ
037_吾敎_1917-12,103,敎는,教ᄂᆞᆫ,敎ᄂᆞᆫ,제3안,如히主觀時代의宗⟪敎ᄂᆞᆫ⟫主觀을脫치못ᄒᆞ
037_吾敎_1917-12,104,敎,教,敎,C,라.若破天荒의宗⟪敎⟫家가有ᄒᆞ야此를
037_吾敎_1917-12,106,서,셔,셔,G,가決코眞理其者에⟪셔⟫根本的缺點이有ᄒ
037_吾敎_1917-12,107,서,셔,셔,G,相攻擊ᄒᆞᆫ點에⟪셔⟫大ᄒᆞᆫ欠點이發
037_吾敎_1917-12,108,서,셔,셔,G,進化ᄒᆞᆫ今日에⟪셔⟫尙히主觀的敎說로
037_吾敎_1917-12,109,敎,教,敎,C,日에셔尙히主觀的⟪敎⟫說로써他를排斥ᄒ
037_吾敎_1917-12,110,敎,教,敎,C,ᆷ은時代蔑視의宗⟪敎⟫家라謂치아니치못
037_吾敎_1917-12,112,ᄀᆞ,∅,,G,다.三、調和時代⟪⟫然ᄒᆞ면調和時代
037_吾敎_1917-12,116,を,各,各,G,히主觀時代의宗敎⟪各⟫其一部의眞理가有
037_吾敎_1917-12,117,ᆷ,∅,ᆷ,C,部의眞理가有ᄒᆞ⟪ᆷ⟫과同時에各其一部
037_吾敎_1917-12,118,ᆷ,음,ᆷ,C,部의缺點이有ᄒᆞ⟪ᆷ⟫을發見ᄒᆞ얏도다
037_吾敎_1917-12,119,뿐,은,ᄲᅮᆫ,제3안,라도能히自己所信⟪ᄲᅮᆫ⟫特히是라ᄒᆞ고他
037_吾敎_1917-12,120,ᄂᆞ니是ᄂᆞᆫ,니是는卽,ᄂᆞ니是ᄂᆞᆫ,C,"非라云치아니ᄒᆞ⟪ᄂᆞ니是ᄂᆞᆫ⟫世道進化의結果,"
037_吾敎_1917-12,121,ᆨ,며,",",제3안,"ᆫ世道進化의結果⟪,⟫人心向上의必然으"
037_吾敎_1917-12,122,ᄂᆞᆫ,는,ᄂᆞᆫ,C,理니故로哲學者輩⟪ᄂᆞᆫ⟫旣히何等의宗敎도
037_吾敎_1917-12,123,摠,總,總,G,고萬宗敎의眞理를⟪總⟫括ᄒᆞ야各其非를
037_吾敎_1917-12,124,∅,宗敎의眞理를擯斥ᄒᆞ고,,C,를總括ᄒᆞ야各其⟪⟫非를斥ᄒᆞ고是를
037_吾敎_1917-12,125,構造,掃蕩,構造,C,ᆞ야一種宗敎心을⟪構造⟫ᄒᆞ고壯然大呼曰
037_吾敎_1917-12,126,曰,日,曰,C,造ᄒᆞ고壯然大呼⟪曰⟫是我宗敎라ᄒᆞᄂ
037_吾敎_1917-12,127,ᆞᄂ,∅,ᆞᄂ,C,呼曰是我宗敎라ᄒ⟪ᆞᄂ⟫ᆞ니是實로排斥ᄒ
037_吾敎_1917-12,128,ᆯ,ᆫ,ᆯ,C,니是實로排斥ᄒᆞ⟪ᆯ⟫만ᄒᆞᆫ硏究가아
037_吾敎_1917-12,129,ᄒᆞᆫ,큼,ᄒᆞᆫ,C,實로排斥ᄒᆞᆯ만⟪ᄒᆞᆫ⟫硏究가아이오.寧
037_吾敎_1917-12,136,∅,고,가.,제3안,天地의原則이아인⟪가.⟫吾人은敢히吾人의
037_吾敎_1917-12,137,ᄂᆞᆫ,는,ᄂᆞᆫ,C,敢히吾人의信ᄒᆞ⟪ᄂᆞᆫ⟫天道로써調和時代
037_吾敎_1917-12,140,∅,라,니,제3안,評을得코제ᄒᆞ오⟪니⟫若吾人의信ᄒᆞᄂ
037_吾敎_1917-12,141,ᄂᆞᆫ,는,ᄂᆞᆫ,C,니若吾人의信ᄒᆞ⟪ᄂᆞᆫ⟫天道敎가是等의資
037_吾敎_1917-12,142,∅,업다,有,제3안,敎가是等의資格이⟪有⟫ᄒᆞ면現代人生에
037_吾敎_1917-12,143,이,少,幸이,제3안,生命을爲ᄒᆞ야多⟪幸이⟫라ᄒᆞ노라.天道
037_吾敎_1917-12,144,∅,임,임,G,은宗敎統一의時代⟪임⟫을說破ᄒᆞ얏도다
037_吾敎_1917-12,146,ᄒᆞ,히,ᄒᆞᆫ,제3안,ᄒᆞᆫ眞理와如何⟪ᄒᆞᆫ⟫抱負가有ᄒᆞᆫ者
037_吾敎_1917-12,150,ᆯᄲᅮᆫ아,ᆷ뿐아니,ᆯᄲᅮᆫ아니,제3안,의眞理를包容ᄒᆞ⟪ᆯᄲᅮᆫ아니⟫라進ᄒᆞ야哲學을
037_吾敎_1917-12,152,敎,教,敎,C,信ᄒᆞᄂᆞᆫ天道⟪敎⟫가是等眞理와是等
037_吾敎_1917-12,153,盖天道敎의天道敎,蓋天道教의天道教,.蓋天道教의天道教,제3안,言ᄒᆞ노라何者오⟪.蓋天道教의天道教⟫된所以ᄂᆞᆫ名義
037_吾敎_1917-12,154,∅,ᆫ,ᆫ,G,理를包容無碍ᄒᆞ⟪ᆫ⟫者라ᄒᆞᄂᆞ니思
037_吾敎_1917-12,157,로,롯,로,C,고其主體의中心으⟪로⟫써是我眞理라ᄒᆞ
037_吾敎_1917-12,159,敎,教,,삭제,部ᄂᆞᆫ卽我天道⟪⟫의分體이라.然이
037_吾敎_1917-12,161,敎,教,敎,C,此를誤解ᄒᆞ야吾⟪敎⟫ᄂᆞᆫ三家의眞理
037_吾敎_1917-12,162,∅,有幸過임如論不々니,,C,人爲的으로比附援⟪⟫引者로思ᄒᆞ가恐
037_吾敎_1917-12,163,ᆯ,∅,,G,附援引者로思ᄒᆞ⟪⟫가恐ᄒᆞᄂᆞ니吾
037_吾敎_1917-12,164,를,의,를,C,敎ᄂᆞᆫ決코三家⟪를⟫比附ᄒᆞᆫ骨董餠
037_吾敎_1917-12,168,ㄴ니,나,니,제3안,接貫通ᄒᆞᆫ名辭⟪니⟫詳言ᄒᆞ면天이天
037_吾敎_1917-12,169,면天이天,야먼저天이오,면天이天,C,ᆫ名辭니詳言ᄒᆞ⟪면天이天⟫의全體原理로써大
037_吾敎_1917-12,170, ,∅,,G,天의全體原理로써⟪⟫大神師ᄭᅴ神秘的
037_吾敎_1917-12,171,ᄭᅴ,의,ᄭᅴ,C,體原理로써大神師⟪ᄭᅴ⟫神秘的으로啓示ᄒ
037_吾敎_1917-12,172,的,의,的,C,써大神師ᄭᅴ神秘⟪的⟫으로啓示ᄒᆞᆫ要
037_吾敎_1917-12,173,로,∅,로,C,神師ᄭᅴ神秘的으⟪로⟫啓示ᄒᆞᆫ要諦가
037_吾敎_1917-12,174,ᆫ,야,ᆫ,C,秘的으로啓示ᄒᆞ⟪ᆫ⟫要諦가卽天道敎니
037_吾敎_1917-12,176, ,와,,삭제,라.天道敎의要理⟪⟫吾敎의眞理ᄂᆞᆫ
037_吾敎_1917-12,177,眞,真,眞,C,道敎의要理吾敎의⟪眞⟫理ᄂᆞᆫ廣大無量
037_吾敎_1917-12,179,ᄒᆞ,히,ᄒᆞᆫ,제3안,ᆞᆯ지나此를簡單⟪ᄒᆞᆫ⟫要點에歸結케ᄒᆞ
037_吾敎_1917-12,181,、,∅,",",제3안,"케ᄒᆞ면天人合一⟪,⟫性身雙全,有無一"
037_吾敎_1917-12,182,、,∅,",",제3안,"人合一,性身雙全⟪,⟫有無一貫的要諦니"
037_吾敎_1917-12,184,ᄂ,∅,니,제3안,",有無一貫的要諦⟪니⟫天人合一은卽天과"
037_吾敎_1917-12,185,理,∅,理,C,이決코其根本的原⟪理⟫에셔相異ᄒᆞᆫ者
037_吾敎_1917-12,186,셔,서,셔,C,코其根本的原理에⟪셔⟫相異ᄒᆞᆫ者-아
037_吾敎_1917-12,188,ᄒᆞ,∅,相,제3안,오法相의轉輪이有⟪相⟫을成ᄒᆞ고有相의
037_吾敎_1917-12,190,∅,ᆫ,ᆫ,G,니法相으로觀ᄒᆞ⟪ᆫ⟫天道敎ᄂᆞᆫ卽天
037_吾敎_1917-12,192,이,卽,이,C,天道敎ᄂᆞᆫ卽天⟪이⟫人이며有相으로觀
037_吾敎_1917-12,196,이天과人은,卽天이니天과人은輪,이天이니天과人은,제3안,天道敎ᄂᆞᆫ卽人⟪이天이니天과人은⟫轉輪의機頭에往復
037_吾敎_1917-12,197,輪,∅,輪,C,天이니天과人은轉⟪輪⟫의機頭에往復ᄒᆞ
037_吾敎_1917-12,199,ᄅᆞᆯ是理ᄅᆞᆯ,로는理를,로是理를,제3안,往復ᄒᆞᄂᆞᆫ者⟪로是理를⟫從ᄒᆞ야各般의哲
037_吾敎_1917-12,200,∅,ᆫ,ᆫ,G,剖ᄒᆞ면如何ᄒᆞ⟪ᆫ⟫疑案이라도吾敎理
037_吾敎_1917-12,201,敎,教,敎,C,ᆞᆫ疑案이라도吾⟪敎⟫理에依ᄒᆞ야明瞭
037_吾敎_1917-12,202,∅,分,,C,吾敎理에依ᄒᆞ야⟪⟫明瞭無餘ᄒᆞᆯ지
037_吾敎_1917-12,203,∅,然,,C,理에依ᄒᆞ야明瞭⟪⟫無餘ᄒᆞᆯ지며天
037_吾敎_1917-12,204,", ",∅,",",제3안,"合一의必然的結果⟪,⟫性身雙全이生ᄒᆞ"
037_吾敎_1917-12,205,敎,教,敎,C,ᆞ니性身雙全은吾⟪敎⟫兩輪이라.蓋人은
037_吾敎_1917-12,211,ᄂᆞ,나,나,G,世의永生을保ᄒᆞ⟪나⟫니是理에依ᄒᆞ야
037_吾敎_1917-12,212,敎ᄅᆞᆯ,教를,敎를,제3안,依ᄒᆞ야各般의宗⟪敎를⟫解剖ᄒᆞ면如何ᄒ
037_吾敎_1917-12,214,敎,야教,ᆫ敎,제3안,剖ᄒᆞ면如何ᄒᆞ⟪ᆫ敎⟫宗을勿論ᄒᆞ고吾
037_吾敎_1917-12,215,敎,教,敎,C,宗을勿論ᄒᆞ고吾⟪敎⟫의一部肢됨이明確
037_吾敎_1917-12,216,∅,ᆫ,ᆫ,G,部肢됨이明確ᄒᆞ⟪ᆫ⟫事實이로다.從ᄒ
037_吾敎_1917-12,224,ᄡᅥ敎,써教,써吾敎,제3안,有無一貫의眞理로⟪써吾敎⟫ᄂᆞᆫ無形有形의
037_吾敎_1917-12,225,∅,야,야,G,ᄒᆞᄂᆞ니試ᄒᆞ⟪야⟫列敎의眞相을吾敎
037_吾敎_1917-12,227,敎,教,敎,C,야列敎의眞相을吾⟪敎⟫의天眼에照ᄒᆞ야
037_吾敎_1917-12,229,딕,대,ᄃᆡ,제3안,야達觀ᄒᆞ면譬컨⟪ᄃᆡ⟫天體의列星이北極
037_吾敎_1917-12,230,∅,야,고,제3안,北極을主體로ᄒᆞ⟪고⟫各其列位星座를定
037_吾敎_1917-12,231,ᄒᆞᆷ,홈,ᄒᆞᆷ,C,各其列位星座를定⟪ᄒᆞᆷ⟫과如히萬古聖哲은
037_吾敎_1917-12,232,敎,教,吾敎,제3안,과如히萬古聖哲은⟪吾敎⟫主體下一分子的位
037_吾敎_1917-12,233,的,의,的,C,吾敎主體下一分子⟪的⟫位置에不過ᄒᆞ니
037_吾敎_1917-12,234,敎,教,敎,C,遺憾인바ᄂᆞᆫ吾⟪敎⟫의出世가其日이尙
